Employee_ID,Role ,years_exp,Current_CTC,Previous_CTC,Company,company_TYPE,Skills,Location,Education_Tier,Joining_Year,Work_Mode
BLR0199,Frontend Dev,0,"890,000",,TCS,MNC,"Sketch, Tableau, Kafka, Redis, PowerBI",Bellandur,Tier-2,2024,Remote
BLR0911,Sr PM,7,64.0 LPA,46.2,Cred,Unicorn,"PostgreSQL, NumPy, Docker, Excel, Agile, Microservices, Figma",Jayanagar,Tier-2,2020,Hybrid
BLR0231,Data Science Engineer,1,"2,410,000",15.3,Cred,Unicorn,"PyTorch, Tableau, React, AWS, System Design",Bellandur,T2,2024,Hybrid
BLR0726,Data Analyst,7,24.5,18.7 LPA,AgriTech Labs,EARLY-STAGE,"Sketch, Spring Boot, PowerBI, Excel",HSR Layout,T1,2020,Onsite
BLR0168,ML Engineer,3,27.0,19.5 LPA,Hasura,mid-size,"Pandas, ML, Microservices, System Design",Koramangala,Tier 3,2021,Onsite
BLR0124,Data Science Engineer,4,₹26.6 LPA,16.8 LPA,Freshworks,Mid-size,"React, PowerBI, Azure",Outer Ring Road,Tier 2,2021,Remote
BLR0264,DA,5,20.7,16.4 LPA,Infosys,MNC,"SQL, GCP, Agile, Kafka, Node.js",Electronic City,T2,2024,Remote
BLR0503,BA,2,13.8 LPA,11.7,Microsoft India,MNC,"NumPy, React, Kafka, PyTorch, Docker, JavaScript",Outer Ring Road,Tier 3,2024,Hybrid (3 days)
BLR0315,Analytics Engineer,5,22.2,15.4,HCL,MNC,"AWS, Kafka, Docker, MongoDB, Microservices, Agile, TensorFlow",Marathahalli,Tier 3,2021,Hybrid
BLR0634,BE,3,28.3 LPA,19.0 LPA,Swiggy,Unicorn,"Microservices, Deep Learning, Python, SQL, Pandas, TensorFlow",Electronic City,Tier 2,2021,Remote
BLR0671,Product Lead,1,"1,930,000",14.5 LPA,Infosys,MNC,"JavaScript, Docker, Azure, Pandas, Sketch",Bellandur,Tier-3,2024,WFH
BLR0770,BA,1,11.1,7.2 LPA,Accenture,MNC,"Kafka, Figma, Docker",Jayanagar,2,2023,Work from Office
BLR0298,PM,1,28.7 LPA,18.1 LPA,Amazon India,MNC,"PowerBI, GCP, PostgreSQL, Redis, Figma, System Design, Deep Learning",Indiranagar,Tier-2,2024,Remote
BLR0157,Backend Dev,2,18.0,12.9,Wipro,MNC,"Docker, GCP, TensorFlow, Deep Learning, Figma, MongoDB",Indiranagar,T3,2023,Hybrid (3 days)
BLR0492,Data Analyst,12,43.4 LPA,28.0 LPA,Zoho,Mid-size,"SQL, Excel, GCP, ML, Sketch, Microservices",,Tier 2,2021,Remote
BLR0342,BA,6,₹36.9 LPA,27.4,Microsoft India,MNC,"Deep Learning, Azure, Sketch, Agile, Kubernetes, Tableau",Outer Ring Road,Tier-2,2022,Hybrid (3 days)
BLR0441,Analytics Engineer,4,"2,310,000",,Zomato,Unicorn,"Docker, Figma, Spring Boot",Electronic City,T2,2021,Hybrid
BLR0103,Analytics Engineer,2,14.3,,Cognizant,MNC,"PowerBI, Azure, Spring Boot, JIRA, Docker, Microservices",Outer Ring Road,Tier 1,2024,WFH
BLR0534,BA,2,14.1 LPA,9.8 LPA,DataMint,Early-stage,"Kafka, JavaScript, PyTorch, Redis, Java, ML, Microservices",Sarjapur,Tier-2,2023,WFH
BLR0419,DA,2,11.1 LPA,7.8 LPA,TechCrush Labs,Early-stage,"MongoDB, Kafka, Deep Learning, Pandas",,Tier 3,2024,Work from Office
BLR0732,BA,1,8.6,6.2,DataMint,Early-stage,"Excel, Node.js, Python",MG Road,Tier-2,2023,Hybrid
BLR0817,Site Reliability Engineer,2,15.3 LPA,13.0,Chargebee,Mid-size,"TensorFlow, NumPy, SQL, Deep Learning",Jayanagar,Tier-3,2023,Hybrid
BLR0933,SDE Frontend,3,₹24.4 LPA,18.0,PhonePe,Unicorn,"Node.js, Redis, TensorFlow",Marathahalli,2,2021,WFH
BLR0374,DevOps Engineer,1,17.4 LPA,,PhonePe,Unicorn,"Kafka, System Design, Redis",MG Road,Tier 2,2023,Onsite
BLR0486,Product Manager,2,25.7 LPA,20.3,Wipro,MNC,"Sketch, Excel, ML",Whitefield,Tier 2,2022,Hybrid (3 days)
BLR0088,SDE-Backend,2,13.4,9.8,TechCrush Labs,Early-stage,,Marathahalli,Tier 2,2024,Onsite
BLR0823,Data Analyst,1,8.0,6.7,TechCrush Labs,early-stage,"React, Agile, SQL, Sketch, AWS",Bellandur,2,2023,Hybrid
BLR0135,Full Stack Engineer,2,14.0,10.3,QuickPay AI,Early-stage,"Kubernetes, PyTorch, GCP, Azure, Java",Marathahalli,Tier 1,2024,Onsite
BLR0853,DS,12,56.1,36.2,DataMint,Early-stage,"Python, System Design, JavaScript, PostgreSQL, Excel, Docker, GCP",Indiranagar,T2,2021,Work from Office
BLR0694,Data Science Engineer,1,15.4,11.1 LPA,IBM,MNC,"PostgreSQL, Python, Pandas, Redis, Agile, NumPy",Marathahalli,2,2024,Hybrid
BLR0587,Sr PM,2,21.9 LPA,18.5,DataMint,Early-stage,"Java, Agile, Spring Boot, React, Kubernetes",Bellandur,T3,2022,Hybrid
BLR0129,Frontend Engineer,4,20.1 LPA,,Chargebee,Mid-size,"Java, JIRA, TensorFlow, JavaScript",Indiranagar,2,2023,WFH
BLR0411,BA,0,"840,000",,Wipro,MNC,"Python, React, PostgreSQL, Microservices, GCP, Azure",Sarjapur,2,2024,WFH
BLR0268,DevOps,2,15.5 LPA,11.7 LPA,MoEngage,MID-SIZE,"PyTorch, Microservices, Figma, Sketch, Tableau, React, MongoDB",Indiranagar,Tier 3,2022,Hybrid (3 days)
BLR0105,DS,5,"2,730,000",16.9,MoEngage,Mid-size,"Node.js, PowerBI, Azure, Kafka, Figma",HSR Layout,3,2022,Hybrid
BLR0686,DevOps,4,31.3 LPA,26.5,BYJU'S,Unicorn,"Kafka, TensorFlow, Docker, SQL, JavaScript, Figma, Sketch",Electronic City,3,2022,Hybrid (3 days)
BLR0437,SDE-Backend,5,27.9 LPA,18.5,TCS,MNC,"Kubernetes, Node.js, Docker, JIRA, Java, GCP",Bellandur,Tier 2,2023,WFH
BLR0669,Analytics Engineer,4,23.0 LPA,19.5 LPA,Wipro,MNC,"NumPy, Microservices, GCP, Redis, Excel, PostgreSQL, Azure",Electronic City,Tier-1,2020,Remote
BLR0863,SDE FS,1,14.1 LPA,9.3,Accenture,MNC,"Java, Figma, Kubernetes, Excel",Electronic City,2,2023,Hybrid (3 days)
BLR0942,SDE Full-Stack,3,₹19.1 LPA,13.6 LPA,TCS,MNC,"Sketch, React, PyTorch, Azure, Redis",Outer Ring Road,T2,2024,Work from Office
BLR0345,PM,2,₹27.4 LPA,18.6,Cognizant,MNC,"SQL, AWS, Azure",HSR Layout,Tier-2,2024,Hybrid (3 days)
BLR0240,Designer,10,41.2 LPA,26.0,Zoho,Mid-size,"PostgreSQL, Docker, Kubernetes",Jayanagar,Tier 2,2022,Hybrid
BLR0744,Site Reliability Engineer,1,₹12.0 LPA,9.3 LPA,MoEngage,Mid-size,"Figma, Spring Boot, Azure, Kubernetes",Marathahalli,3,2024,Work from Office
BLR0532,Product Manager,7,46.3 LPA,37.9,Chargebee,Mid-size,"PostgreSQL, JIRA, JavaScript, Deep Learning",Marathahalli,T3,2020,Hybrid (3 days)
BLR0057,Frontend Developer,6,₹35.5 LPA,29.7 LPA,Flipkart,Unicorn,"Figma, Kubernetes, PowerBI",Outer Ring Road,Tier-2,2022,Hybrid
BLR0155,PM,6,41.2 LPA,33.5 LPA,AgriTech Labs,early-stage,,Sarjapur,2,2023,Work from Office
BLR0338,Analytics Engineer,4,14.1,8.8 LPA,EdMint,Early-stage,"NumPy, MongoDB, Azure, JavaScript, Kubernetes, Agile",Marathahalli,3,2023,Remote
BLR0654,SDE-Frontend,1,14.3 LPA,10.6 LPA,Infosys,mnc,"GCP, JavaScript, Tableau",Electronic City,Tier 1,2023,Onsite
BLR1000,Product Lead,0,19.0,,Wipro,MNC,"Deep Learning, PostgreSQL, Node.js",Jayanagar,Tier 3,2024,Work from Office
BLR0778,Frontend Developer,8,28.6,19.4,EdMint,Early-stage,"PowerBI, PyTorch, NumPy, ML",HSR Layout,T1,2023,Work from Office
BLR0854,DevOps Engineer,2,23.4 LPA,15.4,Meesho,Unicorn,"Figma, Redis, Azure, Java, System Design, JavaScript",Sarjapur,Tier-2,2023,Work from Office
BLR0889,Fullstack Dev,1,14.9,,Accenture,MNC,"JIRA, ML, Tableau",HSR Layout,T3,2023,Hybrid
BLR0393,Data Scientist,3,₹33.2 LPA,25.4,BYJU'S,Unicorn,"MongoDB, Python, Docker, SQL, PowerBI, Tableau, AWS",Jayanagar,3,2024,WFH
BLR0608,DevOps Engineer,5,20.2,12.9 LPA,SaasGo,Early-stage,"Excel, JIRA, Kubernetes, PowerBI, Sketch",HSR Layout,T2,2020,Hybrid
BLR0446,BI Analyst,1,"910,000",5.5 LPA,Hasura,Mid-size,"Figma, Pandas, Agile, JavaScript",Electronic City,Tier-3,2024,Hybrid (3 days)
BLR0554,BA,3,18.3,13.9,TCS,MNC,,HSR Layout,Tier 2,2024,Work from Office
BLR0801,DA,2,8.8,5.3,QuickPay AI,Early-stage,"PowerBI, PyTorch, Node.js, NumPy",Bellandur,Tier 2,2024,Hybrid
BLR0730,Business Analyst,4,"2,430,000",18.4 LPA,Infosys,MNC,"Sketch, React, MongoDB, Deep Learning, PostgreSQL, TensorFlow",Indiranagar,2,2021,Work from Office
BLR0482,Business Systems Analyst,2,16.0 LPA,9.8,Hasura,Mid-size,"PyTorch, TensorFlow, System Design",Electronic City,Tier 1,2024,Onsite
BLR0557,SDE FS,4,"2,180,000",14.8 LPA,Google India,MNC,"Redis, TensorFlow, PostgreSQL, MongoDB, GCP, Azure, Kafka",HSR Layout,3,2020,Remote
BLR0690,DS,1,12.2,8.5,QuickPay AI,Early-stage,"TensorFlow, Python, Microservices, NumPy",HSR Layout,T2,2023,Work from Office
BLR0330,ML Engineer,4,30.0 LPA,,Ola,UNICORN,"Node.js, Excel, Pandas, JavaScript",Indiranagar,Tier-3,2022,Hybrid
BLR0641,Frontend Developer,4,22.9,,Zoho,Mid-size,"Python, Deep Learning, SQL, Pandas, PostgreSQL, Java",MG Road,Tier 2,2021,Work from Office
BLR0833,DS,7,₹36.3 LPA,28.3 LPA,AgriTech Labs,EARLY-STAGE,"Agile, ML, PowerBI, Excel, Spring Boot, AWS",Marathahalli,Tier 2,2023,WFH
BLR0210,SRE,3,23.9,18.6,Ola,Unicorn,"Docker, Python, PostgreSQL, TensorFlow, Redis, Agile",Outer Ring Road,3,2021,WFH
BLR0798,ML Engineer,6,25.8,17.3 LPA,TechCrush Labs,early-stage,"NumPy, Java, Spring Boot",HSR Layout,2,2022,Remote
BLR0701,BA,4,24.9 LPA,20.2 LPA,Razorpay,Unicorn,"Kafka, Microservices, TensorFlow, React, Spring Boot",MG Road,Tier-3,2024,Remote
BLR0308,Frontend Developer,8,"2,930,000",21.9 LPA,Postman,Mid-size,"MongoDB, NumPy, JavaScript, JIRA, Microservices, PowerBI, PostgreSQL",MG Road,Tier 2,2023,Hybrid
BLR0223,DS,2,"2,030,000",12.6 LPA,Microsoft India,MNC,"MongoDB, Java, Kubernetes, Redis",HSR Layout,Tier 2,2023,WFH
BLR0073,BA,3,16.7,11.2,HCL,MNC,"Azure, Agile, JavaScript, Python, MongoDB",Indiranagar,Tier 2,2021,Remote
BLR0826,DevOps,1,16.4 LPA,12.7 LPA,Chargebee,mid-size,"AWS, Deep Learning, Kubernetes, GCP, React, JIRA",Outer Ring Road,1,2024,Remote
BLR0292,UI/UX,2,"1,590,000",12.4 LPA,TechCrush Labs,Early-stage,"Pandas, ML, Docker",Indiranagar,Tier-1,2024,Hybrid (3 days)
BLR0035,Infra Engineer,2,₹25.0 LPA,18.7,Unacademy,Unicorn,"PostgreSQL, Microservices, Kafka",Marathahalli,T1,2023,Onsite
BLR0233,DA,4,19.7 LPA,,Infosys,MNC,"React, NumPy, Figma, Excel, Pandas, Spring Boot",HSR Layout,Tier-1,2024,Hybrid
BLR0313,Site Reliability Engineer,3,24.1 LPA,20.0,Zoho,Mid-size,"Kafka, Kubernetes, Redis, Docker, AWS, Java, TensorFlow",Marathahalli,Tier-2,2023,Hybrid
BLR0597,Product Designer,4,28.0 LPA,23.1 LPA,Razorpay,unicorn,"Sketch, Azure, Spring Boot, Kubernetes",,T2,2022,Hybrid
BLR0814,BE,2,15.3,,QuickPay AI,Early-stage,"Kafka, PowerBI, React",Sarjapur,Tier 1,2023,Remote
BLR0409,Designer,1,12.5,7.9 LPA,Wipro,MNC,"TensorFlow, Pandas, Deep Learning",Whitefield,3,2023,Hybrid (3 days)
BLR0921,Data Scientist,2,₹24.2 LPA,18.0 LPA,Accenture,MNC,"Figma, JavaScript, GCP, System Design, Sketch, Microservices, Kafka",Sarjapur,T2,2023,Work from Office
BLR0613,FE,7,23.6 LPA,,TechCrush Labs,early-stage,"Redis, PostgreSQL, JavaScript, Azure",Koramangala,T2,2024,Work from Office
BLR0305,Product Designer,1,"1,210,000",10.0,Microsoft India,MNC,"Node.js, Sketch, Python, System Design, Spring Boot, NumPy, Agile",Koramangala,Tier-2,2024,WFH
BLR0297,DevOps Engineer,0,10.2 LPA,,BrowserStack,MID-SIZE,"NumPy, Microservices, JIRA, Java, JavaScript, React",Koramangala,Tier 2,2024,Hybrid
BLR0069,Frontend Dev,5,"2,800,000",18.9 LPA,Infosys,MNC,"Kafka, System Design, Node.js, PostgreSQL, Microservices",Koramangala,T2,2023,Onsite
BLR0005,Sr PM,1,15.4,10.2,EdMint,Early-stage,"Figma, JavaScript, React",Outer Ring Road,Tier-3,2024,Hybrid (3 days)
BLR0838,DS,3,29.0 LPA,22.2,IBM,MNC,"Node.js, PyTorch, AWS, React, Agile, Deep Learning",Jayanagar,Tier 3,2022,Hybrid (3 days)
BLR0011,Backend Developer,2,16.1,13.1 LPA,MoEngage,Mid-size,"Microservices, Spring Boot, Pandas, React, AWS, Docker, Kafka",Indiranagar,Tier 2,2022,Remote
BLR0683,Data Analyst,2,15.8 LPA,12.2 LPA,Swiggy,Unicorn,,Koramangala,Tier 3,2022,WFH
BLR0130,Infra Engineer,3,16.7,14.1,SaasGo,Early-stage,"MongoDB, PostgreSQL, Figma, GCP",Koramangala,Tier 1,2021,Remote
BLR0638,Backend Dev,1,17.9,13.7 LPA,PhonePe,Unicorn,"MongoDB, Azure, Microservices, Spring Boot",Outer Ring Road,2,2023,Hybrid
BLR0087,BA,4,29.8 LPA,,PhonePe,Unicorn,"TensorFlow, System Design, JIRA, Sketch",MG Road,T2,2024,Work from Office
BLR0950,SDE Frontend,1,"1,040,000",8.5,MoEngage,Mid-size,"Tableau, Java, NumPy, React, PyTorch, Azure, Python",Electronic City,2,2024,Work from Office
BLR0901,ML Engineer,7,53.8 LPA,,IBM,MNC,"Agile, SQL, Deep Learning, Pandas, GCP, Microservices, Kubernetes",Indiranagar,Tier-2,2023,Remote
BLR0879,BI Analyst,6,"2,990,000",24.2 LPA,Razorpay,Unicorn,"Spring Boot, Tableau, Kafka",Koramangala,3,2020,Remote
BLR0336,ML Engineer,0,12.2 LPA,,HCL,MNC,"NumPy, Tableau, Docker, AWS",Electronic City,2,2024,Hybrid (3 days)
BLR0098,Product Manager,2,"3,140,000",23.2 LPA,Cognizant,MNC,"Figma, ML, Java, Tableau, MongoDB, AWS",Whitefield,Tier 2,2023,Hybrid
BLR0617,PM,4,30.5 LPA,24.5 LPA,FinNova,early-stage,"Kubernetes, PowerBI, PostgreSQL",Koramangala,Tier 2,2022,Work from Office
BLR0258,Site Reliability Engineer,2,11.0 LPA,,SaasGo,Early-stage,"Spring Boot, JIRA, Excel",Bellandur,3,2023,Remote
BLR0536,Data Science Engineer,3,27.0 LPA,19.0 LPA,Infosys,MNC,"PyTorch, ML, SQL, Excel, Microservices, JIRA",Bellandur,2,2022,Remote
BLR0051,Business Analyst,2,20.0 LPA,14.2,Ola,unicorn,"Kubernetes, Excel, React",Sarjapur,2,2024,Work from Office
BLR0177,Infra Engineer,3,17.5,13.1 LPA,Chargebee,Mid-size,"Docker, PyTorch, Node.js, Microservices",Indiranagar,Tier 3,2022,Remote
BLR0662,Infra Engineer,5,25.4 LPA,18.4,Amazon India,MNC,"Spring Boot, Azure, Node.js",HSR Layout,Tier 3,2020,Work from Office
BLR0261,Designer,2,13.4 LPA,10.1,MoEngage,Mid-size,"Figma, TensorFlow, Python, Docker, Redis, PyTorch, Deep Learning",Electronic City,Tier 3,2023,Remote
BLR0253,Business Systems Analyst,2,₹14.9 LPA,11.2,MoEngage,Mid-size,"Docker, PowerBI, Redis, JIRA, Microservices",Whitefield,Tier-3,2024,Onsite
BLR0125,SRE,7,49.5 LPA,38.2,Swiggy,Unicorn,"Java, NumPy, PowerBI, Python",Indiranagar,1,2024,Remote
BLR0309,SDE-Frontend,1,₹16.3 LPA,12.7,HCL,MNC,"SQL, Pandas, Tableau, ML, Spring Boot, JavaScript, Kubernetes",Bellandur,T2,2024,Remote
BLR0013,SDE Frontend,3,22.6,,Wipro,MNC,"Sketch, Azure, ML",Outer Ring Road,2,2022,Hybrid
BLR0445,SDE FS,3,25.8,21.5 LPA,Walmart Labs,MNC,"System Design, Docker, Spring Boot, Excel, JavaScript, Java",Whitefield,Tier 1,2021,Hybrid (3 days)
BLR0673,SDE Frontend,1,11.7,9.5 LPA,TCS,mnc,"Java, SQL, Excel, Python, Kafka, AWS, Node.js",Electronic City,Tier-3,2024,Hybrid
BLR0192,Product Designer,1,12.5 LPA,9.4,MoEngage,Mid-size,"Azure, Deep Learning, React",Sarjapur,Tier-2,2024,Hybrid
BLR0462,Data Science Engineer,1,15.7,9.9,Wipro,MNC,"System Design, JavaScript, React, PyTorch, JIRA, MongoDB, Kafka",Indiranagar,T3,2023,WFH
BLR0508,Product Lead,2,31.5 LPA,23.7 LPA,Infosys,MNC,"Kubernetes, System Design, Kafka, SQL",,T2,2022,Hybrid (3 days)
BLR0476,Product Manager,4,50.3 LPA,35.5 LPA,Razorpay,Unicorn,"AWS, Pandas, JIRA, Docker, Figma, Microservices, JavaScript",HSR Layout,2,2021,Remote
BLR0528,Designer,2,15.2 LPA,9.7 LPA,Infosys,MNC,"Microservices, System Design, Node.js, Pandas, React, PyTorch, PowerBI",Outer Ring Road,Tier 2,2023,Hybrid
BLR0570,PM,1,22.1 LPA,17.2 LPA,HCL,MNC,"PyTorch, React, Figma, Excel, Redis, System Design, Python",Jayanagar,2,2024,Hybrid
BLR0692,BE,0,10.9,,Accenture,MNC,"PowerBI, Python, System Design",Outer Ring Road,Tier 1,2024,Onsite
BLR0489,DA,1,11.7,9.8 LPA,Chargebee,MID-SIZE,"Spring Boot, PyTorch, System Design, PostgreSQL",HSR Layout,Tier-1,2023,WFH
BLR0567,Site Reliability Engineer,2,29.2 LPA,18.1,Ola,unicorn,"Redis, TensorFlow, Deep Learning, Figma, JavaScript, ML",Whitefield,Tier 2,2023,Onsite
BLR0329,Data Science Engineer,2,21.8,16.6 LPA,Accenture,MNC,"JIRA, Excel, Figma, Kafka, Spring Boot",Indiranagar,1,2023,Work from Office
BLR0953,Data Scientist,5,₹33.0 LPA,25.7,TCS,MNC,"PostgreSQL, System Design, Tableau, TensorFlow, SQL, Agile",Electronic City,Tier-3,2024,Remote
BLR0254,UI/UX,0,7.0 LPA,,Zoho,MID-SIZE,"Figma, Python, Azure, TensorFlow, Spring Boot",MG Road,Tier-2,2024,Work from Office
BLR0562,Product Lead,5,40.3,32.0,TechCrush Labs,Early-stage,"ML, Python, PowerBI, TensorFlow, SQL, NumPy, Kubernetes",Outer Ring Road,2,2020,Work from Office
BLR0618,DS,4,42.7,,BYJU'S,Unicorn,"Kubernetes, JIRA, Redis, Figma, Deep Learning, PyTorch",HSR Layout,T2,2023,Hybrid (3 days)
BLR0603,Data Scientist,2,23.9 LPA,17.0,Chargebee,Mid-size,"JavaScript, Figma, Azure, PostgreSQL, System Design, SQL, PowerBI",Electronic City,Tier-1,2022,Onsite
BLR0159,Frontend Developer,7,32.2 LPA,,Walmart Labs,MNC,"TensorFlow, SQL, Figma, React, AWS",Indiranagar,Tier-3,2022,Onsite
BLR0849,UI/UX,3,27.1,20.5 LPA,Flipkart,Unicorn,"Deep Learning, Excel, ML, Spring Boot",Koramangala,T3,2023,Work from Office
BLR0605,DevOps Engineer,8,60.3,47.2,HCL,MNC,"PyTorch, Deep Learning, Agile, ML, Kubernetes, Kafka",Jayanagar,T1,2022,WFH
BLR0735,Business Systems Analyst,4,21.8,16.2 LPA,HCL,MNC,"Figma, Kafka, Tableau, Azure",Bellandur,T3,2024,Work from Office
BLR0387,Product Lead,4,41.1,25.3,Chargebee,Mid-size,"Docker, Java, Deep Learning",Whitefield,Tier 1,2024,Remote
BLR0354,SRE,1,13.4 LPA,,Cognizant,MNC,"NumPy, Redis, Azure, Agile, Java",Outer Ring Road,Tier 2,2024,Hybrid
BLR0194,BI Analyst,2,17.8,11.8,Flipkart,Unicorn,"NumPy, Python, Deep Learning",Electronic City,2,2022,Hybrid (3 days)
BLR0182,FE,4,19.5,12.4 LPA,Freshworks,Mid-size,"JavaScript, Docker, Redis, Microservices, JIRA, Excel, Java",Sarjapur,Tier-3,2020,Hybrid
BLR0763,DA,3,17.8 LPA,,Google India,mnc,"PyTorch, System Design, Sketch, Microservices",Sarjapur,Tier 3,2024,WFH
BLR0598,DevOps Engineer,12,₹40.8 LPA,34.1,SaasGo,Early-stage,"SQL, React, JIRA, Excel, Azure, Figma",Whitefield,Tier-3,2022,WFH
BLR0583,Site Reliability Engineer,5,₹26.8 LPA,,Postman,Mid-size,"Kubernetes, ML, Excel",Marathahalli,T3,2021,Hybrid (3 days)
BLR0465,Business Systems Analyst,2,₹10.9 LPA,7.0,DataMint,Early-stage,"Node.js, Kubernetes, Sketch",Marathahalli,Tier-3,2024,Work from Office
BLR0075,Backend Engineer,3,23.5 LPA,17.9 LPA,Google India,MNC,"Java, Docker, Deep Learning",Jayanagar,Tier-3,2022,Hybrid (3 days)
BLR0408,Business Systems Analyst,4,₹20.0 LPA,16.4,Hasura,Mid-size,"Python, Excel, AWS, Kafka, MongoDB, Agile",Marathahalli,3,2020,Hybrid
BLR0427,Frontend Dev,2,₹17.6 LPA,12.8 LPA,TCS,MNC,"React, Node.js, TensorFlow, NumPy, Kubernetes, Excel, JIRA",Outer Ring Road,1,2023,Remote
BLR0394,DevOps Engineer,6,₹29.7 LPA,25.2,Accenture,MNC,"React, Excel, Docker, Agile, MongoDB, Microservices",MG Road,Tier 3,2021,WFH
BLR0767,SDE-Backend,5,25.0,19.9,TechCrush Labs,Early-stage,"Python, Excel, ML",Sarjapur,Tier-2,2022,Onsite
BLR0132,SRE,6,28.3 LPA,19.3,Freshworks,Mid-size,"Node.js, Azure, Redis",Electronic City,Tier-1,2024,Work from Office
BLR0635,DA,1,"1,090,000",6.8 LPA,Infosys,MNC,"Figma, PowerBI, Kafka",Koramangala,Tier-2,2023,Hybrid (3 days)
BLR0578,Product Designer,3,19.7 LPA,13.1,Hasura,Mid-size,"Docker, Kafka, JavaScript, Tableau, MongoDB, Excel",Marathahalli,1,2021,Onsite
BLR0978,SDE Full-Stack,1,13.7,10.4,Amazon India,MNC,"Pandas, PyTorch, Docker",Outer Ring Road,Tier 2,2023,Work from Office
BLR0850,DevOps Engineer,7,"5,610,000",36.8 LPA,Swiggy,Unicorn,"Azure, Spring Boot, Excel, AWS, NumPy, Sketch",HSR Layout,1,2023,Remote
BLR0897,Frontend Developer,2,"1,250,000",8.0 LPA,Freshworks,Mid-size,"Python, Redis, Excel, Node.js, Microservices",HSR Layout,Tier 3,2023,Onsite
BLR0397,FullStack,4,32.8,20.1 LPA,Wipro,MNC,"MongoDB, System Design, Python, ML",Whitefield,T2,2021,Remote
BLR0538,SDE-Backend,4,25.5,20.6 LPA,Chargebee,Mid-size,"NumPy, MongoDB, Java, Kubernetes, System Design, JIRA",Bellandur,T2,2024,Onsite
BLR0620,Business Analyst,3,15.8,10.3 LPA,FinNova,Early-stage,"ML, Agile, JavaScript",Koramangala,Tier-2,2022,Hybrid (3 days)
BLR0191,UI/UX,7,44.1,31.8 LPA,Swiggy,Unicorn,"NumPy, Agile, Deep Learning, Excel",Bellandur,2,2021,Hybrid
BLR0263,SDE Frontend,8,35.7 LPA,29.8,Chargebee,Mid-size,"System Design, JavaScript, Spring Boot, JIRA, Java, Excel, React",Sarjapur,T3,2022,Onsite
BLR0052,Data Science Engineer,3,25.5 LPA,,Cognizant,MNC,"TensorFlow, MongoDB, JavaScript, Kubernetes, Agile, Figma",Koramangala,T2,2021,Hybrid
BLR0139,Business Analyst,7,42.1 LPA,30.4,TCS,MNC,"TensorFlow, AWS, System Design, Sketch",Electronic City,Tier 2,2020,Hybrid
BLR0846,Analytics Engineer,6,26.2 LPA,16.7,BrowserStack,Mid-size,"Pandas, AWS, System Design",Bellandur,Tier 3,2021,WFH
BLR0839,SRE,4,32.2 LPA,21.8,PhonePe,Unicorn,"Tableau, MongoDB, Pandas",Bellandur,Tier 2,2024,Hybrid (3 days)
BLR0581,Backend Dev,1,11.7,8.4,AgriTech Labs,Early-stage,"JavaScript, Agile, PostgreSQL, Azure, ML, PowerBI, Microservices",Sarjapur,Tier-2,2024,Hybrid (3 days)
BLR0318,Analytics Engineer,3,18.8,13.5 LPA,Wipro,MNC,"PostgreSQL, React, Tableau, Figma, Microservices, System Design",Koramangala,T1,2021,Hybrid (3 days)
BLR0596,Backend Dev,6,46.8 LPA,37.7,Zomato,Unicorn,"MongoDB, Sketch, PowerBI, Tableau, Node.js, System Design, Kubernetes",Jayanagar,Tier 2,2021,Hybrid
BLR0382,Fullstack Dev,2,24.5 LPA,17.2 LPA,IBM,MNC,"Pandas, Java, Kubernetes, React, Spring Boot, Agile, AWS",Marathahalli,Tier 1,2022,Onsite
BLR0133,DA,3,15.0,9.0 LPA,MoEngage,Mid-size,"MongoDB, Sketch, Tableau, PostgreSQL",Electronic City,Tier-1,2021,Remote
BLR0076,Full Stack Engineer,3,17.3,10.9 LPA,TechCrush Labs,Early-stage,"React, Docker, Node.js, Sketch, Kubernetes, Spring Boot, Azure",Indiranagar,3,2024,Work from Office
BLR0752,BI Analyst,1,18.0,14.1 LPA,BYJU'S,Unicorn,"JIRA, ML, Docker, AWS",Bellandur,T1,2024,Hybrid
BLR0291,Analytics Engineer,4,17.0 LPA,13.7,Freshworks,Mid-size,"Kafka, React, Python, NumPy, Docker",Jayanagar,2,2020,Work from Office
BLR0755,BA,0,7.6,,Postman,Mid-size,"JIRA, PowerBI, System Design, Agile",Indiranagar,Tier 3,2024,Remote
BLR0999,SDE FS,4,24.8 LPA,16.5,EdMint,Early-stage,"Python, MongoDB, Figma, Kubernetes, Redis, System Design",Outer Ring Road,1,2021,Work from Office
BLR0796,Business Analyst,5,20.6,14.9 LPA,BrowserStack,Mid-size,"Microservices, Excel, MongoDB, Kafka, Java, PyTorch",Sarjapur,T3,2020,Hybrid
BLR0619,FullStack,2,17.0,13.7,Walmart Labs,MNC,"PowerBI, Agile, Node.js, AWS",Marathahalli,T2,2023,Work from Office
BLR0123,Business Analyst,0,7.1 LPA,,DataMint,Early-stage,"Sketch, System Design, Docker, Node.js",Sarjapur,Tier 3,2024,Onsite
BLR0413,Fullstack Dev,5,24.6,14.8 LPA,MoEngage,Mid-size,"React, JavaScript, JIRA, Redis, Python, Agile",HSR Layout,T2,2022,Hybrid
BLR0780,Data Scientist,2,₹18.4 LPA,13.6 LPA,Chargebee,Mid-size,"ML, TensorFlow, SQL",Marathahalli,T2,2023,Work from Office
